Source IP,Attack Type,Attack Severity,Data Exfiltrated,Response Action
12.110.101.20,Ransomware,Critical,FALSE,Recovered
165.133.69.244,DDoS,Critical,TRUE,Recovered
161.222.43.202,DDoS,Critical,FALSE,Eradicated
106.78.81.38,DDoS,Medium,TRUE,Recovered
111.103.217.169,Malware,Low,FALSE,Recovered
71.187.74.192,Malware,Low,FALSE,Blocked
156.53.128.76,DDoS,Medium,FALSE,Blocked
67.226.136.185,DDoS,High,FALSE,Blocked
46.190.135.140,Phishing,Low,TRUE,Recovered
53.41.196.13,Phishing,Low,FALSE,Recovered
47.102.175.121,Insider Threat,High,FALSE,Blocked
115.73.203.179,Malware,High,FALSE,Eradicated
33.206.21.39,DDoS,Medium,FALSE,Eradicated
133.210.74.239,Ransomware,Low,FALSE,Recovered
3.230.89.92,DDoS,Low,FALSE,Eradicated
221.229.166.173,Phishing,Low,FALSE,Contained
76.171.96.10,Insider Threat,Low,FALSE,Contained
71.84.59.65,Malware,Critical,TRUE,Contained
149.23.197.98,Malware,Critical,TRUE,Contained
73.59.83.105,Ransomware,Low,FALSE,Recovered
28.1.168.180,Ransomware,Critical,FALSE,Blocked
69.19.83.165,Insider Threat,High,FALSE,Contained
170.130.235.245,Malware,High,FALSE,Contained
215.253.201.217,Phishing,Low,FALSE,Contained
187.238.145.207,Phishing,Low,FALSE,Recovered
59.241.188.34,Phishing,High,FALSE,Recovered
173.150.24.84,Ransomware,High,TRUE,Contained
211.240.143.5,Insider Threat,Low,TRUE,Blocked
1.12.9.0,Insider Threat,Critical,FALSE,Blocked
216.28.232.128,Malware,High,FALSE,Blocked
207.184.147.77,DDoS,Low,FALSE,Eradicated
6.239.32.9,Ransomware,High,FALSE,Blocked
217.116.21.39,Phishing,Low,TRUE,Blocked
52.235.163.245,Ransomware,Low,FALSE,Contained
77.140.206.92,Phishing,Low,FALSE,Contained
27.157.90.26,Phishing,High,FALSE,Eradicated
17.7.184.166,Insider Threat,Critical,FALSE,Recovered
93.82.38.38,Phishing,Low,FALSE,Eradicated
118.235.25.116,Malware,High,FALSE,Recovered
183.80.24.60,Insider Threat,Medium,TRUE,Contained
213.81.109.32,Insider Threat,Critical,FALSE,Eradicated
92.6.202.227,Ransomware,Medium,FALSE,Eradicated
105.252.227.122,Ransomware,Medium,FALSE,Recovered
164.128.39.104,Phishing,Medium,FALSE,Recovered
209.129.183.59,Phishing,Low,FALSE,Blocked
90.156.160.182,Insider Threat,Low,FALSE,Blocked
5.109.6.119,Insider Threat,Medium,FALSE,Eradicated
74.109.212.32,DDoS,Medium,FALSE,Recovered
154.51.201.125,Ransomware,Low,TRUE,Blocked
141.103.236.249,Phishing,Low,FALSE,Contained
167.152.40.52,Insider Threat,Medium,FALSE,Blocked
176.134.65.99,Phishing,Critical,TRUE,Contained
79.170.57.93,DDoS,Critical,FALSE,Blocked
47.22.224.93,DDoS,Low,FALSE,Contained
121.201.245.61,Malware,Medium,FALSE,Contained
144.90.246.229,DDoS,Critical,TRUE,Blocked
188.170.213.168,Ransomware,Medium,FALSE,Recovered
136.181.22.243,DDoS,Critical,FALSE,Blocked
164.73.17.103,DDoS,Low,FALSE,Eradicated
118.37.232.218,DDoS,High,FALSE,Contained
160.246.150.59,Insider Threat,Low,TRUE,Eradicated
150.183.132.250,Phishing,High,TRUE,Blocked
121.4.50.99,Malware,High,FALSE,Eradicated
191.179.219.69,Phishing,High,FALSE,Contained
158.20.29.45,Insider Threat,Critical,FALSE,Blocked
89.156.164.185,Malware,Critical,FALSE,Blocked
170.77.97.248,Insider Threat,Critical,FALSE,Recovered
217.158.88.56,Ransomware,Low,FALSE,Blocked
15.224.99.23,Insider Threat,Low,FALSE,Contained
147.119.202.121,Phishing,Low,FALSE,Eradicated
208.46.171.237,Ransomware,Medium,FALSE,Recovered
28.110.115.125,Phishing,High,FALSE,Eradicated
184.175.166.247,Malware,Low,FALSE,Eradicated
125.99.159.218,Ransomware,Critical,FALSE,Recovered
184.83.183.193,Ransomware,High,FALSE,Blocked
76.116.229.227,Malware,High,FALSE,Contained
32.164.31.79,Phishing,High,FALSE,Blocked
63.243.179.204,Ransomware,High,FALSE,Recovered
79.149.149.255,Malware,Low,FALSE,Recovered
201.50.200.148,Phishing,High,FALSE,Blocked
76.169.137.149,Ransomware,High,FALSE,Eradicated
14.165.52.30,DDoS,High,FALSE,Eradicated
192.94.223.96,DDoS,Critical,FALSE,Contained
66.126.148.191,Ransomware,Critical,FALSE,Recovered
135.193.87.194,DDoS,Medium,TRUE,Blocked
80.204.247.187,Malware,Low,FALSE,Blocked
49.181.176.63,Insider Threat,Critical,FALSE,Eradicated
44.35.51.152,DDoS,Critical,FALSE,Recovered
89.65.16.210,Insider Threat,Medium,FALSE,Recovered
144.82.155.77,DDoS,High,FALSE,Recovered
86.61.12.100,Malware,Low,FALSE,Contained
100.8.248.25,Ransomware,Medium,FALSE,Eradicated
38.48.200.71,DDoS,Low,FALSE,Eradicated
106.62.240.224,Phishing,Critical,FALSE,Contained
36.103.100.5,DDoS,Critical,FALSE,Eradicated
115.236.92.13,Phishing,Critical,FALSE,Eradicated
26.143.68.126,DDoS,Low,FALSE,Blocked
182.225.7.188,Insider Threat,High,TRUE,Blocked
99.113.21.163,Malware,Medium,FALSE,Blocked
93.230.27.151,Ransomware,High,FALSE,Eradicated
48.19.157.247,Ransomware,High,FALSE,Blocked
138.254.149.35,Malware,Low,FALSE,Recovered
140.122.99.224,Phishing,Low,TRUE,Recovered
153.223.226.185,Ransomware,High,FALSE,Contained
38.124.11.188,DDoS,High,FALSE,Contained
169.1.15.139,Insider Threat,Low,FALSE,Recovered
27.125.129.109,Insider Threat,Medium,FALSE,Eradicated
164.94.87.11,Phishing,Medium,TRUE,Blocked
182.88.92.79,Phishing,Low,FALSE,Blocked
163.222.208.9,DDoS,High,FALSE,Eradicated
59.225.32.212,Phishing,Critical,FALSE,Blocked
124.188.75.253,Ransomware,Low,FALSE,Eradicated
171.125.38.134,Ransomware,Low,FALSE,Contained
61.122.130.93,Phishing,Low,FALSE,Contained
204.211.166.242,Insider Threat,Low,FALSE,Eradicated
208.55.137.169,Phishing,Critical,FALSE,Recovered
4.235.241.204,Malware,Medium,FALSE,Contained
102.132.212.9,Ransomware,Low,FALSE,Eradicated
2.254.52.30,Ransomware,Medium,FALSE,Contained
166.94.242.137,Malware,Critical,FALSE,Recovered
9.213.35.77,Ransomware,Medium,TRUE,Blocked
9.18.180.139,Phishing,High,FALSE,Recovered
8.26.122.48,Insider Threat,Critical,FALSE,Contained
94.174.20.243,Insider Threat,Low,TRUE,Blocked
171.166.47.80,Malware,Low,FALSE,Contained
88.211.146.129,Ransomware,Medium,FALSE,Eradicated
153.63.199.89,Ransomware,Critical,FALSE,Recovered
129.220.87.254,Insider Threat,High,FALSE,Eradicated
90.189.22.162,Malware,Medium,FALSE,Recovered
11.83.137.21,Phishing,Low,FALSE,Blocked
131.51.62.159,DDoS,High,FALSE,Eradicated
33.82.42.226,Malware,Critical,FALSE,Blocked
204.159.100.128,Phishing,Critical,TRUE,Eradicated
133.241.19.166,DDoS,Medium,FALSE,Eradicated
195.196.110.245,Ransomware,Medium,FALSE,Blocked
53.170.26.150,Insider Threat,Medium,FALSE,Blocked
110.91.244.180,Ransomware,Low,FALSE,Blocked
148.245.101.112,Phishing,Critical,FALSE,Recovered
208.193.186.50,Phishing,Low,FALSE,Eradicated
140.234.19.218,Phishing,Low,FALSE,Eradicated
158.141.88.19,DDoS,Low,FALSE,Eradicated
25.28.159.240,Phishing,High,FALSE,Blocked
5.102.112.84,Ransomware,High,FALSE,Eradicated
41.23.2.96,Ransomware,Medium,FALSE,Recovered
217.154.117.109,Malware,Critical,FALSE,Recovered
18.211.241.134,Phishing,Critical,FALSE,Blocked
197.193.241.87,DDoS,Low,FALSE,Recovered
146.223.114.144,Insider Threat,Medium,FALSE,Eradicated
177.71.222.93,Ransomware,High,FALSE,Recovered
29.133.28.252,DDoS,Medium,FALSE,Contained
208.217.0.180,Insider Threat,Low,TRUE,Contained
172.95.148.41,Insider Threat,High,FALSE,Blocked
48.254.254.51,DDoS,High,FALSE,Contained
1.30.253.111,Phishing,Critical,FALSE,Eradicated
44.50.39.124,Insider Threat,High,FALSE,Recovered
17.56.238.239,Malware,Critical,FALSE,Recovered
53.57.172.9,Phishing,Medium,FALSE,Eradicated
166.167.222.25,Phishing,Low,FALSE,Recovered
186.57.231.135,Ransomware,High,TRUE,Blocked
6.96.216.166,Ransomware,Medium,FALSE,Blocked
16.139.243.114,DDoS,High,FALSE,Recovered
31.119.119.40,Malware,High,FALSE,Blocked
209.196.74.17,Malware,Critical,FALSE,Blocked
103.125.123.48,Insider Threat,High,FALSE,Contained
3.124.145.126,Ransomware,Low,FALSE,Eradicated
123.172.22.49,Ransomware,Low,FALSE,Eradicated
121.218.37.88,Phishing,Low,FALSE,Contained
125.140.187.8,Malware,High,FALSE,Contained
28.19.0.106,Ransomware,Critical,FALSE,Contained
79.167.196.170,Insider Threat,High,FALSE,Recovered
128.192.86.183,DDoS,Medium,FALSE,Blocked
126.75.19.202,Phishing,Low,FALSE,Blocked
215.118.127.248,DDoS,High,FALSE,Blocked
117.52.215.110,Malware,Medium,FALSE,Blocked
89.3.194.220,Malware,High,FALSE,Eradicated
156.255.70.202,Phishing,Low,FALSE,Blocked
185.35.176.8,Malware,Low,FALSE,Blocked
69.11.180.197,Insider Threat,Critical,FALSE,Recovered
172.42.10.215,Malware,Low,FALSE,Eradicated
37.253.108.127,DDoS,Low,FALSE,Blocked
6.94.27.58,Insider Threat,High,FALSE,Eradicated
70.211.175.188,Insider Threat,Low,FALSE,Recovered
223.98.64.157,Malware,Medium,TRUE,Blocked
18.171.71.248,Insider Threat,Low,FALSE,Eradicated
21.172.108.81,Ransomware,Medium,FALSE,Blocked
87.92.253.26,Insider Threat,Critical,FALSE,Eradicated
213.187.123.109,Malware,Medium,FALSE,Recovered
121.190.56.108,Insider Threat,Critical,FALSE,Contained
158.138.246.106,Malware,Critical,FALSE,Recovered
100.149.207.135,Malware,Critical,FALSE,Contained
112.153.61.143,DDoS,Medium,FALSE,Contained
67.168.228.92,Ransomware,Medium,FALSE,Blocked
51.47.179.218,Phishing,Medium,FALSE,Blocked
60.245.148.23,Phishing,Critical,FALSE,Contained
187.236.220.140,Ransomware,Medium,FALSE,Recovered
216.55.71.24,Ransomware,High,FALSE,Eradicated
111.158.57.172,Phishing,Medium,FALSE,Recovered
183.119.167.40,Ransomware,High,FALSE,Blocked
107.180.132.73,DDoS,Critical,TRUE,Contained
162.79.17.91,Ransomware,Low,FALSE,Contained
38.2.165.29,Phishing,Critical,FALSE,Recovered
122.248.77.63,Malware,Medium,FALSE,Recovered
12.190.44.127,Insider Threat,Low,FALSE,Eradicated
84.248.84.228,Ransomware,High,FALSE,Contained
142.206.145.199,Malware,Low,FALSE,Contained
15.242.138.4,Phishing,Critical,FALSE,Blocked
167.235.140.215,Ransomware,Medium,FALSE,Recovered
32.53.126.249,Ransomware,High,FALSE,Contained
132.191.114.109,DDoS,Medium,FALSE,Eradicated
163.81.46.195,Phishing,Critical,FALSE,Eradicated
119.25.204.182,Malware,High,FALSE,Blocked
20.148.47.96,Malware,Medium,FALSE,Blocked
108.52.180.236,Insider Threat,Critical,FALSE,Contained
88.207.157.205,Malware,Critical,FALSE,Contained
109.184.80.89,DDoS,Critical,FALSE,Blocked
58.52.48.245,Insider Threat,Medium,FALSE,Eradicated
75.211.136.51,Phishing,Critical,TRUE,Eradicated
222.194.152.24,DDoS,Critical,FALSE,Blocked
47.246.206.237,DDoS,Critical,TRUE,Eradicated
118.48.250.9,Phishing,High,FALSE,Recovered
98.88.61.216,Malware,High,FALSE,Recovered
16.81.191.161,Insider Threat,Low,FALSE,Contained
222.101.51.128,Insider Threat,Medium,FALSE,Recovered
195.187.160.142,Malware,High,FALSE,Blocked
207.70.172.12,Ransomware,Medium,FALSE,Blocked
123.208.197.191,Phishing,Medium,FALSE,Recovered
3.79.29.80,Phishing,Low,FALSE,Contained
130.10.31.209,Ransomware,Low,FALSE,Eradicated
62.152.202.29,DDoS,Medium,FALSE,Recovered
48.156.21.224,Phishing,High,FALSE,Eradicated
53.13.209.12,Ransomware,Low,TRUE,Contained
196.73.44.208,Malware,Medium,FALSE,Blocked
214.213.63.87,Ransomware,Low,FALSE,Recovered
201.159.125.146,Phishing,High,FALSE,Blocked
130.168.28.17,Malware,Critical,TRUE,Eradicated
27.128.84.247,DDoS,Medium,FALSE,Eradicated
83.148.155.120,DDoS,Critical,FALSE,Contained
72.7.106.224,Insider Threat,Low,FALSE,Blocked
209.181.159.9,Malware,Low,FALSE,Blocked
174.5.162.111,Phishing,High,FALSE,Blocked
104.70.238.152,DDoS,Medium,FALSE,Contained
30.1.136.211,Phishing,Low,FALSE,Contained
124.181.81.165,Phishing,Medium,FALSE,Eradicated
105.241.154.63,DDoS,Critical,FALSE,Contained
128.95.55.188,Phishing,Low,TRUE,Eradicated
12.242.239.23,Insider Threat,Low,FALSE,Blocked
105.36.19.16,Malware,Low,FALSE,Blocked
129.206.241.199,Ransomware,Low,FALSE,Contained
48.118.68.158,Malware,Medium,TRUE,Eradicated
163.118.51.34,Ransomware,Low,FALSE,Blocked
194.251.60.23,Malware,Critical,FALSE,Eradicated
23.226.155.38,DDoS,Medium,FALSE,Contained
121.243.183.91,Insider Threat,High,TRUE,Eradicated
105.67.218.174,DDoS,Low,FALSE,Eradicated
6.0.141.143,Ransomware,Medium,FALSE,Recovered
167.219.109.36,Insider Threat,Critical,FALSE,Eradicated
39.75.187.251,DDoS,Critical,TRUE,Contained
142.235.98.198,Insider Threat,Critical,TRUE,Eradicated
161.44.122.250,Malware,Medium,FALSE,Contained
179.193.120.153,DDoS,High,FALSE,Blocked
177.46.255.161,Ransomware,Critical,FALSE,Blocked
170.20.21.125,Phishing,Medium,FALSE,Contained
128.72.177.240,DDoS,Low,FALSE,Eradicated
67.137.26.238,DDoS,Low,FALSE,Blocked
152.141.110.94,Malware,Medium,FALSE,Eradicated
200.225.120.244,Malware,Medium,TRUE,Blocked
179.121.17.187,Ransomware,Low,FALSE,Contained
118.215.30.105,Phishing,High,FALSE,Recovered
111.145.195.75,Ransomware,Low,FALSE,Contained
187.186.127.154,Malware,High,FALSE,Blocked
100.216.36.85,Malware,Low,FALSE,Recovered
67.179.43.83,Insider Threat,High,FALSE,Blocked
178.0.143.164,Phishing,High,TRUE,Blocked
13.243.98.92,Insider Threat,High,TRUE,Blocked
19.145.82.40,DDoS,High,FALSE,Recovered
54.144.67.81,Phishing,Critical,FALSE,Recovered
44.87.72.83,DDoS,Critical,TRUE,Recovered
38.107.216.253,Phishing,Medium,TRUE,Eradicated
49.104.55.207,Insider Threat,Low,FALSE,Contained
163.218.101.61,Phishing,Critical,FALSE,Contained
79.48.28.179,Malware,High,FALSE,Blocked
96.79.212.25,Phishing,Critical,FALSE,Recovered
39.169.157.178,Phishing,High,FALSE,Contained
13.240.116.211,Ransomware,Critical,FALSE,Recovered
168.233.143.76,DDoS,Low,FALSE,Eradicated
13.190.139.238,Insider Threat,Low,FALSE,Recovered
151.83.51.47,DDoS,Medium,FALSE,Recovered
176.126.152.124,Phishing,High,FALSE,Recovered
7.149.252.222,Insider Threat,High,FALSE,Blocked
48.42.238.10,DDoS,Low,FALSE,Contained
62.222.166.169,Malware,Medium,TRUE,Contained
209.213.30.97,DDoS,Medium,FALSE,Contained
174.72.91.184,Phishing,High,FALSE,Eradicated
46.26.193.152,Phishing,Critical,FALSE,Contained
188.127.189.9,Phishing,Critical,FALSE,Eradicated
30.232.46.48,Insider Threat,High,FALSE,Blocked
166.133.130.130,Malware,High,FALSE,Contained
74.252.187.203,Malware,Critical,TRUE,Eradicated
8.90.86.235,Phishing,High,FALSE,Recovered
40.77.143.240,Phishing,Critical,FALSE,Eradicated
77.181.30.92,Phishing,Low,FALSE,Eradicated
130.120.182.7,Phishing,Low,FALSE,Blocked
132.193.78.98,Malware,Low,FALSE,Recovered
101.129.218.44,Insider Threat,Low,FALSE,Eradicated
63.16.104.37,Ransomware,High,FALSE,Eradicated
87.69.4.65,Malware,Low,FALSE,Blocked
192.171.77.35,Malware,Critical,FALSE,Eradicated
26.213.198.1,Phishing,High,FALSE,Eradicated
78.127.224.178,Phishing,High,FALSE,Blocked
91.72.174.26,Insider Threat,Medium,FALSE,Contained
205.249.48.64,Ransomware,Critical,FALSE,Recovered
213.84.227.102,Malware,Medium,FALSE,Eradicated
161.173.49.193,DDoS,High,FALSE,Contained
45.7.115.181,Insider Threat,Low,FALSE,Recovered
65.37.241.172,Phishing,Low,FALSE,Recovered
97.102.239.132,Phishing,Low,FALSE,Recovered
222.135.172.188,DDoS,Medium,FALSE,Recovered
206.245.62.144,DDoS,Critical,FALSE,Eradicated
111.50.115.98,Malware,Low,FALSE,Recovered
55.89.182.169,Phishing,Low,FALSE,Contained
185.67.164.144,Malware,Low,TRUE,Recovered
80.224.125.154,Phishing,Medium,FALSE,Contained
43.251.148.80,DDoS,High,FALSE,Contained
100.57.11.212,Malware,High,FALSE,Eradicated
218.193.150.73,Phishing,Critical,FALSE,Eradicated
193.196.234.173,Malware,Medium,FALSE,Eradicated
52.49.153.175,Phishing,Medium,FALSE,Blocked
65.242.26.205,Malware,High,FALSE,Eradicated
13.177.48.170,Malware,Low,FALSE,Recovered
11.49.164.128,Ransomware,Medium,FALSE,Recovered
84.66.149.234,DDoS,Critical,FALSE,Recovered
10.151.4.148,Ransomware,Medium,FALSE,Contained
219.61.27.115,Ransomware,Low,TRUE,Recovered
220.235.136.207,Insider Threat,Low,FALSE,Contained
136.241.61.190,Phishing,Critical,FALSE,Eradicated
107.232.46.194,Malware,Medium,TRUE,Recovered
165.232.138.157,Insider Threat,Medium,FALSE,Blocked
109.157.231.187,Phishing,Medium,FALSE,Eradicated
19.233.51.239,Ransomware,Low,FALSE,Recovered
211.228.17.227,Ransomware,Medium,FALSE,Blocked
90.24.218.203,Phishing,Low,FALSE,Eradicated
125.199.113.192,DDoS,High,FALSE,Blocked
6.159.148.133,DDoS,Low,FALSE,Eradicated
24.31.136.54,Insider Threat,Medium,FALSE,Eradicated
58.215.221.229,Insider Threat,Medium,FALSE,Recovered
118.200.102.169,Malware,High,FALSE,Recovered
117.174.170.106,Malware,High,FALSE,Contained
82.230.227.192,Malware,Critical,FALSE,Eradicated
146.115.62.114,Malware,Medium,TRUE,Eradicated
158.63.161.107,Malware,Critical,FALSE,Eradicated
98.179.249.50,Malware,High,FALSE,Blocked
28.69.207.139,DDoS,Critical,TRUE,Recovered
166.29.90.166,Ransomware,Low,FALSE,Eradicated
35.81.118.185,Ransomware,Medium,FALSE,Recovered
171.17.246.116,Ransomware,Low,FALSE,Contained
218.146.57.145,DDoS,Critical,FALSE,Contained
60.155.149.89,Malware,Medium,FALSE,Recovered
59.245.143.213,Malware,High,FALSE,Blocked
137.247.94.105,Ransomware,Critical,FALSE,Blocked
11.168.60.166,DDoS,High,FALSE,Recovered
34.5.232.24,DDoS,Critical,FALSE,Eradicated
73.147.220.185,Ransomware,Medium,FALSE,Eradicated
52.204.244.91,Ransomware,Medium,FALSE,Eradicated
102.151.194.85,Ransomware,High,FALSE,Contained
17.47.245.107,DDoS,High,FALSE,Recovered
95.128.41.225,DDoS,High,FALSE,Eradicated
183.50.49.92,Phishing,Medium,FALSE,Blocked
40.85.109.21,Insider Threat,Medium,FALSE,Eradicated
202.162.42.203,Malware,High,FALSE,Contained
109.105.216.170,DDoS,High,FALSE,Blocked
14.100.106.185,Malware,Low,FALSE,Contained
196.200.1.218,Insider Threat,Medium,FALSE,Contained
177.14.121.61,Ransomware,Low,FALSE,Eradicated
126.130.167.122,DDoS,High,FALSE,Blocked
210.104.122.223,Malware,Critical,TRUE,Recovered
26.0.88.67,DDoS,Medium,FALSE,Contained
191.224.60.15,Malware,Critical,FALSE,Recovered
126.19.98.184,Malware,High,FALSE,Blocked
161.223.20.124,Malware,High,FALSE,Contained
46.237.24.64,Malware,High,TRUE,Blocked
61.205.31.55,Malware,High,FALSE,Recovered
8.50.73.209,Malware,Low,TRUE,Contained
51.177.36.187,Malware,Critical,FALSE,Contained
36.88.112.84,Phishing,Low,FALSE,Recovered
23.138.139.166,Insider Threat,High,FALSE,Blocked
145.53.30.71,DDoS,Low,FALSE,Contained
143.199.202.90,Malware,High,TRUE,Recovered
17.210.181.248,Ransomware,Medium,FALSE,Eradicated
123.18.64.32,Phishing,Critical,FALSE,Blocked
73.89.53.215,Ransomware,Medium,FALSE,Contained
32.163.3.16,Insider Threat,Critical,FALSE,Eradicated
91.219.51.224,DDoS,Low,TRUE,Contained
213.115.210.93,Malware,High,FALSE,Recovered
68.168.175.153,Ransomware,High,FALSE,Contained
199.93.101.254,DDoS,Medium,FALSE,Blocked
156.131.246.97,Insider Threat,Low,FALSE,Contained
223.112.52.192,Phishing,Medium,FALSE,Recovered
180.123.81.46,Ransomware,Critical,FALSE,Blocked
89.8.95.156,Ransomware,Low,FALSE,Eradicated
63.74.16.100,Insider Threat,Low,FALSE,Contained
155.6.231.28,DDoS,Medium,FALSE,Blocked
117.209.180.127,Insider Threat,Critical,FALSE,Blocked
114.157.59.249,Phishing,High,FALSE,Eradicated
124.34.155.138,Ransomware,Critical,FALSE,Eradicated
40.59.214.183,Malware,Critical,FALSE,Eradicated
148.223.39.241,DDoS,Medium,FALSE,Contained
43.95.10.124,Malware,Low,FALSE,Recovered
176.191.89.73,DDoS,Medium,FALSE,Contained
203.244.144.44,Ransomware,Low,FALSE,Blocked
176.252.206.127,Phishing,Critical,TRUE,Eradicated
113.83.234.111,Malware,Critical,FALSE,Recovered
163.22.29.202,Phishing,Medium,TRUE,Recovered
96.59.230.243,Phishing,High,FALSE,Recovered
148.249.108.54,Insider Threat,Critical,FALSE,Recovered
29.32.233.14,Insider Threat,Critical,FALSE,Contained
33.202.210.129,Insider Threat,Medium,FALSE,Blocked
161.46.90.62,Ransomware,Critical,FALSE,Blocked
219.29.230.134,Insider Threat,High,FALSE,Eradicated
93.242.128.88,Insider Threat,Medium,FALSE,Contained
178.149.203.50,Malware,Low,FALSE,Blocked
124.112.22.16,Insider Threat,Low,TRUE,Blocked
218.38.77.35,Insider Threat,Medium,FALSE,Contained
72.104.43.72,Ransomware,Medium,FALSE,Eradicated
58.242.88.74,Phishing,Medium,FALSE,Eradicated
203.116.227.154,Malware,Low,FALSE,Recovered
169.236.72.53,DDoS,Medium,FALSE,Blocked
31.61.0.3,DDoS,High,FALSE,Contained
114.0.185.123,Insider Threat,Low,TRUE,Eradicated
69.48.212.35,Ransomware,Critical,FALSE,Blocked
144.169.86.20,Insider Threat,Low,TRUE,Recovered
75.62.13.114,Insider Threat,Critical,FALSE,Eradicated
29.176.206.192,Phishing,Critical,FALSE,Recovered
210.122.84.70,Phishing,Low,FALSE,Recovered
22.161.163.4,Malware,Critical,FALSE,Contained
30.100.126.217,Insider Threat,High,FALSE,Blocked
110.15.32.185,Phishing,Medium,FALSE,Eradicated
170.36.60.165,Phishing,Low,FALSE,Contained
86.12.202.180,Insider Threat,Low,FALSE,Eradicated
32.228.131.255,Ransomware,Medium,TRUE,Contained
56.102.161.2,Phishing,Medium,FALSE,Eradicated
173.251.106.24,Malware,Medium,FALSE,Contained
19.22.85.203,DDoS,Critical,FALSE,Eradicated
209.65.63.228,Ransomware,High,FALSE,Recovered
120.130.133.116,DDoS,Low,FALSE,Contained
55.237.110.145,Malware,Low,TRUE,Eradicated
32.138.172.45,Insider Threat,Low,FALSE,Eradicated
49.164.49.127,Ransomware,Critical,FALSE,Eradicated
34.44.237.38,DDoS,High,FALSE,Blocked
167.222.58.98,Ransomware,Critical,TRUE,Contained
193.58.84.155,Insider Threat,Critical,FALSE,Recovered
79.3.14.184,Malware,Low,FALSE,Contained
62.18.206.9,Phishing,High,FALSE,Contained
45.20.202.167,Malware,Medium,FALSE,Blocked
35.19.181.22,DDoS,Critical,FALSE,Recovered
195.142.169.188,Phishing,Critical,TRUE,Recovered
42.74.198.96,Malware,High,FALSE,Recovered
132.54.224.174,DDoS,Low,FALSE,Contained
33.222.64.64,Phishing,Low,FALSE,Eradicated
9.228.181.137,Phishing,Low,FALSE,Blocked
39.13.113.140,Malware,Low,FALSE,Contained
84.230.189.232,DDoS,Critical,FALSE,Recovered
65.254.196.153,Ransomware,Medium,FALSE,Eradicated
11.14.181.199,Phishing,Low,FALSE,Eradicated
213.6.176.38,Phishing,Medium,FALSE,Contained
75.111.203.194,Malware,Low,FALSE,Contained
31.163.117.109,Malware,High,FALSE,Recovered
80.4.32.220,Ransomware,High,FALSE,Blocked
180.213.135.197,DDoS,Low,FALSE,Blocked
105.73.138.214,Phishing,Low,FALSE,Eradicated
172.254.205.170,Malware,High,FALSE,Contained
187.88.139.229,Insider Threat,Low,FALSE,Eradicated
139.208.12.43,Malware,Critical,FALSE,Recovered
103.196.207.203,Malware,High,FALSE,Contained
149.46.8.156,Phishing,Medium,FALSE,Contained
4.89.26.236,Insider Threat,Critical,TRUE,Recovered
205.49.98.221,DDoS,Critical,FALSE,Eradicated
118.174.53.144,Malware,Critical,FALSE,Contained
63.199.144.15,Phishing,High,FALSE,Contained
201.42.210.99,Malware,Critical,TRUE,Recovered
205.91.27.28,Malware,High,FALSE,Blocked
195.213.137.190,Malware,Low,FALSE,Blocked
218.47.4.165,Insider Threat,Medium,FALSE,Eradicated
31.90.141.16,Insider Threat,High,FALSE,Blocked
136.106.198.54,Phishing,Medium,FALSE,Eradicated
72.195.250.111,Ransomware,Critical,FALSE,Eradicated
146.115.244.164,Malware,Medium,FALSE,Contained
142.243.101.20,Insider Threat,Low,FALSE,Contained
126.95.212.22,Malware,Low,FALSE,Blocked
54.144.100.0,Phishing,High,FALSE,Recovered
197.182.204.131,Malware,Low,FALSE,Blocked
184.222.215.7,Insider Threat,Critical,FALSE,Recovered
216.209.96.149,Malware,Low,FALSE,Contained
68.110.191.197,Malware,Medium,FALSE,Contained
22.166.143.169,Malware,High,FALSE,Eradicated
52.98.196.32,Ransomware,Low,FALSE,Blocked
32.97.0.85,DDoS,High,FALSE,Blocked
197.187.245.234,DDoS,Critical,FALSE,Contained
104.7.47.81,Phishing,High,FALSE,Contained
75.129.182.205,DDoS,High,FALSE,Contained
91.155.17.33,Phishing,Low,FALSE,Recovered
136.187.169.218,Ransomware,High,FALSE,Recovered
218.115.36.13,Malware,Low,TRUE,Eradicated
166.224.99.33,Insider Threat,High,FALSE,Recovered
208.5.164.36,Malware,High,FALSE,Eradicated
32.131.37.12,Malware,Low,FALSE,Blocked
7.33.171.90,Insider Threat,Low,FALSE,Eradicated
65.206.197.248,DDoS,Low,FALSE,Eradicated
57.168.121.192,Ransomware,Medium,TRUE,Contained
72.90.58.249,Insider Threat,Low,TRUE,Eradicated
149.30.118.143,Phishing,Critical,FALSE,Blocked
105.156.45.54,DDoS,Low,FALSE,Eradicated
192.100.230.46,Insider Threat,Low,FALSE,Recovered
113.195.32.196,Insider Threat,Medium,FALSE,Blocked
197.243.239.81,Phishing,High,TRUE,Contained
135.142.215.226,Insider Threat,Critical,FALSE,Blocked
204.121.69.250,Malware,Medium,FALSE,Recovered
88.40.112.122,Phishing,Medium,FALSE,Contained
142.62.197.110,Ransomware,Low,FALSE,Contained
177.212.73.157,Ransomware,Critical,TRUE,Eradicated
56.169.118.76,DDoS,Medium,FALSE,Recovered
74.97.126.243,Insider Threat,Critical,FALSE,Contained
25.52.85.64,Malware,High,TRUE,Eradicated
60.247.123.24,Phishing,Medium,FALSE,Contained
79.174.145.141,Insider Threat,Critical,FALSE,Eradicated
22.188.1.190,Phishing,Low,FALSE,Contained
204.125.98.53,Insider Threat,Critical,FALSE,Eradicated
